"((3, 11), (2, 1))",[-198.05426178 -192.42118526 -197.46262176 -513.5       ]
"((2, 11), (2, 1))",[-195.69513912 -198.61030584 -192.59141253 -513.        ]
"((1, 11), (2, 1))",[-192.47828213 -184.92248563 -194.25267729 -192.11053445]
"((0, 11), (2, 1))",[-182.97867758 -185.04241124 -189.33900391 -191.2257804 ]
"((4, 11), (2, 1))",[-195.60216561 -191.43266432 -193.59166831 -771.        ]
"((0, 2), (2, 5))",[-181.3543832  -182.33913187 -185.91142261 -180.66309231]
"((1, 2), (2, 5))",[-180.81937026 -180.13283779 -183.21899014 -185.59383177]
"((0, 1), (2, 5))",[-185.11460517 -183.33316399 -188.14639484 -181.56378436]
"((1, 1), (2, 5))",[-182.96645633 -181.16215167 -180.11300806 -185.56135357]
"((0, 0), (2, 5))",[-179.84262983 -186.59007745 -179.84262983 -180.77729439]
"((1, 0), (2, 5))",[-179.52612052 -186.22874832 -185.11460517 -182.75249474]
"((0, 6), (2, 5))",[0. 0. 0. 0.]
"((5, 12), (4, 2))",[0. 0. 0. 0.]
"((5, 3), (1, 5))",[0. 0. 0. 0.]
"((4, 5), (1, 3))",[-209.26555553 -205.47792186 -210.57303253 -203.98695694]
"((3, 6), (1, 3))",[0. 0. 0. 0.]
"((3, 6), (1, 2))",[0. 0. 0. 0.]
"((1, 12), (4, 2))",[-208.49467418 -896.         -204.78396987 -207.04699007]
"((0, 12), (4, 2))",[-212.37718228 -208.87977263 -202.79654995 -211.03971591]
"((3, 12), (3, 1))",[0. 0. 0. 0.]
"((4, 2), (1, 5))",[-221.30619591 -223.22117801 -215.96334154 -762.75      ]
"((4, 1), (1, 5))",[-221.96815386 -214.87448918 -216.1668865  -217.31402387]
"((4, 0), (1, 5))",[-215.30145238 -212.01689471 -217.78188844 -219.92659596]
"((5, 5), (1, 2))",[-220.86020367 -219.80765868 -218.84857135 -210.43074957]
"((4, 6), (1, 2))",[-510.5        -212.02681827 -211.95125028 -210.56568239]
"((1, 3), (3, 4))",[-193.0156785  -759.75       -188.94671902 -190.45905305]
"((0, 3), (3, 4))",[-189.86985596 -190.68724275 -195.43296754 -192.28370007]
"((2, 6), (3, 5))",[0. 0. 0. 0.]
"((5, 12), (4, 1))",[0. 0. 0. 0.]
"((0, 9), (3, 2))",[0. 0. 0. 0.]
"((5, 6), (1, 5))",[-208.6221332  -207.72445905 -205.9685972  -203.67571978]
"((5, 7), (1, 5))",[-202.78160053 -204.0236811  -198.78531385 -200.03876864]
"((4, 7), (1, 5))",[-202.01513887 -197.78690644 -197.61201169 -200.89187592]
"((3, 7), (1, 5))",[-198.4648249  -202.35472851 -507.5        -199.09293167]
"((2, 7), (1, 5))",[-199.45597939 -200.48937764 -507.         -197.29426203]
"((1, 7), (1, 5))",[-196.49731264 -199.19605007 -506.5        -199.97190375]
"((0, 7), (1, 5))",[-196.42050668 -197.95803043 -507.         -191.93883677]
"((5, 8), (1, 5))",[-196.13997788 -198.38471761 -201.88183114 -510.        ]
"((4, 8), (1, 5))",[-196.74616764 -199.11270437 -194.66466971 -509.5       ]
"((3, 8), (1, 5))",[-198.97660982 -193.26337456 -197.0988903  -197.06169972]
"((2, 8), (1, 5))",[-195.07911096 -200.20349682 -199.67525134 -508.5       ]
"((1, 8), (1, 5))",[-195.16879148 -199.63112796 -195.89773713 -508.        ]
"((0, 8), (1, 5))",[-195.19106048 -195.93047291 -191.47871741 -762.75      ]
"((3, 2), (2, 4))",[-197.94482907 -194.93233511 -197.14186754 -507.        ]
"((3, 1), (2, 4))",[-200.73492948 -197.60041881 -200.00729918 -198.08958567]
"((3, 0), (2, 4))",[-197.68966474 -197.21685858 -192.68903215 -197.91500215]
"((5, 2), (1, 5))",[-218.74557849 -215.35833005 -221.72295516 -509.        ]
"((5, 1), (1, 5))",[-221.35943827 -217.78188844 -218.693256   -212.24106912]
"((5, 0), (1, 5))",[-213.31527546 -209.81640147 -209.81640147 -214.47914741]
"((5, 4), (1, 3))",[-212.77357192 -215.35833005 -509.         -212.90679604]
"((5, 11), (3, 1))",[-238.24755036 -236.19371989 -245.29494834 -513.5       ]
"((2, 12), (3, 1))",[0. 0. 0. 0.]
"((3, 6), (4, 5))",[0. 0. 0. 0.]
"((3, 5), (1, 4))",[-188.72412048 -188.41046811 -193.37356302 -508.5       ]
"((2, 4), (1, 4))",[-195.46213132 -198.34177029 -507.5        -196.1742875 ]
"((3, 4), (1, 4))",[-197.30004418 -192.15153934 -508.         -193.02574385]
"((3, 5), (2, 4))",[-189.4678736  -183.15757893 -187.70619538 -761.25      ]
"((2, 4), (2, 3))",[0. 0. 0. 0.]
"((2, 6), (3, 4))",[0. 0. 0. 0.]
"((1, 9), (2, 2))",[0. 0. 0. 0.]
"((5, 5), (1, 3))",[-202.94266386 -199.71678298 -210.93004776 -206.58693484]
"((4, 6), (1, 3))",[-509.5        -198.20259926 -203.53978692 -201.86365194]
"((5, 9), (1, 5))",[0. 0. 0. 0.]
"((2, 6), (1, 4))",[0. 0. 0. 0.]
"((3, 4), (2, 5))",[-177.09136948 -180.50374009 -507.         -179.18051505]
"((3, 10), (2, 2))",[-193.65136284 -192.92874414 -200.7398102  -195.41813483]
"((2, 10), (2, 2))",[-191.41826694 -188.16320048 -510.5        -187.15081455]
"((1, 10), (2, 2))",[-191.32887174 -183.84883457 -511.         -182.28116712]
"((0, 10), (2, 2))",[-181.96042144 -189.67439599 -511.5        -186.51704502]
"((4, 10), (2, 2))",[-193.28731609 -183.82593925 -511.5        -190.35987824]
"((3, 11), (2, 2))",[-187.88372952 -186.62378151 -188.44834936 -512.5       ]
"((2, 11), (2, 2))",[-186.41814038 -183.18117696 -190.5041958  -512.        ]
"((1, 11), (2, 2))",[-182.53715827 -183.83982319 -176.56655244 -183.29867344]
"((0, 11), (2, 2))",[-190.21043641 -178.95894553 -181.84081207 -188.4841254 ]
"((4, 11), (2, 2))",[-190.07102112 -183.17324696 -186.98896903 -769.5       ]
"((5, 6), (1, 2))",[-215.75828089 -208.94059836 -213.08712368 -207.68264282]
"((5, 7), (1, 2))",[-196.83589559 -196.04047595 -206.72717174 -198.92410994]
"((4, 7), (1, 2))",[-196.43413343 -195.34386127 -204.85685187 -200.88911119]
"((3, 7), (1, 2))",[-194.49559418 -190.55332752 -510.5        -187.23417435]
"((2, 7), (1, 2))",[-195.21509025 -194.00767111 -510.         -201.68939005]
"((1, 7), (1, 2))",[-197.2341512  -201.55132005 -509.5        -199.95088931]
"((0, 7), (1, 2))",[-200.31799142 -200.05395281 -510.         -197.15162901]
"((5, 8), (1, 2))",[-196.40920242 -192.67219006 -203.41488385 -513.        ]
"((4, 8), (1, 2))",[-193.67391157 -199.30543632 -195.29070749 -768.75      ]
"((3, 8), (1, 2))",[-190.9379936  -189.89401501 -180.16075227 -184.82002441]
"((2, 8), (1, 2))",[-196.90891399 -191.10694276 -192.7117991  -511.5       ]
"((1, 8), (1, 2))",[-199.91365819 -193.8730703  -200.25497297 -511.        ]
"((0, 8), (1, 2))",[-199.85622452 -194.07502984 -200.47116251 -511.5       ]
"((3, 12), (3, 2))",[0. 0. 0. 0.]
"((2, 6), (2, 4))",[0. 0. 0. 0.]
"((3, 6), (4, 4))",[0. 0. 0. 0.]
"((4, 9), (1, 5))",[0. 0. 0. 0.]
"((1, 12), (4, 1))",[-216.15116174 -769.5        -233.07782756 -215.32078407]
"((0, 12), (4, 1))",[-215.79285287 -219.23513557 -217.10460406 -212.59217659]
"((4, 5), (3, 4))",[-180.76219625 -179.11686052 -177.00780521 -178.82474744]
"((3, 4), (3, 3))",[0. 0. 0. 0.]
"((5, 10), (2, 2))",[-177.65162569 -181.07757795 -512.         -183.73600961]
"((1, 3), (3, 5))",[-169.4090176  -886.375      -171.74763136 -175.06957705]
"((0, 3), (3, 5))",[-170.01973425 -173.16807337 -168.20904017 -172.48510369]
"((2, 2), (2, 5))",[-181.82665943 -186.80148259 -181.62901483 -506.5       ]
"((2, 1), (2, 5))",[-185.37736197 -183.44838335 -179.90407667 -181.2585977 ]
"((2, 0), (2, 5))",[-180.58767808 -182.86203824 -181.3543832  -185.80117257]
"((2, 5), (2, 6))",[0. 0. 0. 0.]
"((2, 3), (4, 5))",[0. 0. 0. 0.]
"((4, 2), (2, 4))",[-196.37013002 -193.47793041 -193.39916439 -507.5       ]
"((4, 1), (2, 4))",[-196.75472429 -195.37042483 -192.10103044 -197.39540701]
"((4, 0), (2, 4))",[-197.04474606 -190.77756932 -193.37327127 -194.57371603]
"((3, 3), (2, 4))",[0. 0. 0. 0.]
"((0, 9), (2, 1))",[0. 0. 0. 0.]
"((5, 6), (1, 3))",[-204.8654294  -200.31799142 -195.84485448 -195.89834957]
"((5, 7), (1, 3))",[-196.98110496 -189.80525077 -189.71286709 -193.46937974]
"((4, 7), (1, 3))",[-194.23174435 -196.82534367 -187.83894764 -191.66008135]
"((3, 7), (1, 3))",[-190.19059735 -186.95555307 -509.5        -184.38936816]
"((2, 7), (1, 3))",[-182.02202533 -188.26318243 -509.         -188.751669  ]
"((1, 7), (1, 3))",[-185.34604876 -187.29256694 -508.5        -182.25076915]
"((0, 7), (1, 3))",[-181.24008748 -183.9028034  -763.5        -189.34279574]
"((5, 8), (1, 3))",[-182.88437148 -187.87212278 -196.05039479 -512.        ]
"((4, 8), (1, 3))",[-183.68266835 -179.15740216 -183.56799465 -511.5       ]
"((3, 8), (1, 3))",[-181.8597268  -177.08616734 -179.52481313 -181.78773929]
"((2, 8), (1, 3))",[-187.49142264 -187.26976325 -183.35213225 -510.5       ]
"((1, 8), (1, 3))",[-182.18198577 -188.50673434 -186.86718264 -510.        ]
"((0, 8), (1, 3))",[-181.68747683 -187.97296754 -185.36805289 -510.5       ]
"((5, 9), (1, 2))",[0. 0. 0. 0.]
"((4, 9), (1, 2))",[0. 0. 0. 0.]
"((0, 2), (3, 4))",[-188.44761128 -191.29655597 -194.36715639 -192.66973337]
"((1, 2), (3, 4))",[-188.53708279 -187.90276234 -192.1113097  -188.18453079]
"((0, 1), (3, 4))",[-192.68903215 -192.65087332 -188.33651755 -193.08415255]
"((1, 1), (3, 4))",[-191.28594231 -188.12435709 -186.39315471 -188.79359451]
"((0, 0), (3, 4))",[-187.94341668 -186.85833069 -185.6009983  -191.94563227]
"((1, 0), (3, 4))",[-186.76052943 -189.52596466 -185.11460517 -189.28927837]
"((2, 2), (3, 4))",[-189.51938178 -184.4778475  -186.88849103 -506.5       ]
"((2, 1), (3, 4))",[-184.52195606 -187.30636633 -185.09216563 -186.07833029]
"((0, 9), (2, 2))",[0. 0. 0. 0.]
"((1, 9), (1, 1))",[0. 0. 0. 0.]
"((4, 5), (2, 4))",[-175.69793171 -181.61468765 -178.72347629 -178.07641   ]
"((3, 4), (2, 4))",[-188.66968385 -186.06862467 -507.         -185.49263217]
"((5, 9), (1, 3))",[0. 0. 0. 0.]
"((1, 13), (4, 2))",[-204.70131329 -198.69541108 -196.49474178 -207.62597997]
"((0, 13), (4, 2))",[-208.08596527 -211.32087745 -208.77384904 -208.08596527]
"((2, 13), (4, 2))",[-187.13669968 -179.3712309  -768.         -189.81217867]
"((3, 13), (4, 2))",[-175.38954894 -169.37064011 -511.5        -173.83447484]
"((4, 4), (1, 4))",[-186.78614562 -187.14768666 -508.5        -190.5792506 ]
"((1, 6), (3, 5))",[0. 0. 0. 0.]
"((5, 5), (4, 4))",[-178.51783807 -176.99024713 -178.26463078 -175.16299196]
"((4, 4), (4, 3))",[0. 0. 0. 0.]
"((3, 9), (1, 5))",[-508.5        -509.5        -188.40145797 -190.37238847]
"((2, 9), (1, 5))",[0. 0. 0. 0.]
"((3, 9), (1, 2))",[-511.5        -512.5        -170.86070399 -171.61732322]
"((2, 9), (1, 2))",[0. 0. 0. 0.]
"((0, 13), (4, 1))",[-210.04999043 -198.77590056 -206.91182671 -210.04999043]
"((1, 13), (4, 1))",[-201.72237016 -205.36915066 -212.3656661  -202.80688731]
"((2, 13), (4, 1))",[-199.96186304 -202.05441554 -513.         -195.56378419]
"((3, 13), (4, 1))",[-201.05322846 -203.47810109 -512.5        -200.37907767]
"((1, 6), (3, 4))",[0. 0. 0. 0.]
"((5, 11), (3, 2))",[-214.6228273  -218.0249722  -221.50576062 -512.5       ]
"((2, 12), (3, 2))",[0. 0. 0. 0.]
"((1, 3), (4, 4))",[-183.54225484 -759.75       -178.43454702 -178.4351198 ]
"((0, 3), (4, 4))",[-176.66963558 -178.93666766 -181.43791395 -182.55129864]
"((3, 12), (2, 2))",[0. 0. 0. 0.]
"((4, 4), (3, 5))",[-172.90601841 -167.00247034 -506.5        -167.68283801]
"((3, 3), (3, 5))",[0. 0. 0. 0.]
"((4, 12), (3, 1))",[0. 0. 0. 0.]
"((4, 13), (4, 2))",[-159.61280184 -166.72701407 -511.         -166.59137172]
"((4, 5), (1, 4))",[-188.30744333 -188.20904447 -184.04546359 -183.50140142]
"((3, 6), (1, 4))",[0. 0. 0. 0.]
"((3, 2), (2, 5))",[-185.65117978 -181.38562345 -186.42492584 -507.        ]
"((3, 1), (2, 5))",[-181.7696938  -179.98367837 -185.69607256 -182.006405  ]
"((3, 0), (2, 5))",[-180.4577441  -182.7148031  -177.50211575 -180.63485117]
"((3, 6), (2, 4))",[0. 0. 0. 0.]
"((4, 9), (1, 3))",[0. 0. 0. 0.]
"((5, 10), (2, 1))",[-197.49003099 -195.56378419 -513.         -201.70996368]
"((2, 6), (4, 5))",[0. 0. 0. 0.]
"((0, 2), (3, 5))",[-167.06081483 -167.536017   -165.14374265 -170.22806947]
"((1, 2), (3, 5))",[-168.17305108 -168.41184013 -168.73801457 -173.197501  ]
"((0, 1), (3, 5))",[-162.16218353 -169.59725674 -163.07894068 -169.37824329]
"((1, 1), (3, 5))",[-169.41979811 -166.49012522 -165.07040076 -171.12216712]
"((0, 0), (3, 5))",[-163.51872915 -164.93065425 -163.51872915 -165.21694422]
"((1, 0), (3, 5))",[-163.71649159 -162.57673923 -162.16218353 -168.04743797]
"((0, 6), (3, 5))",[0. 0. 0. 0.]
"((5, 13), (4, 2))",[-161.22233475 -162.6477134  -511.5        -151.40473709]
"((3, 6), (3, 4))",[0. 0. 0. 0.]
"((4, 13), (4, 1))",[-197.65111499 -194.47834172 -512.         -204.20882911]
"((0, 6), (3, 4))",[0. 0. 0. 0.]
"((3, 10), (1, 1))",[-193.38027535 -194.45736218 -191.85352366 -188.49323114]
"((2, 10), (1, 1))",[-185.33020505 -182.82864494 -768.75       -182.41518322]
"((1, 10), (1, 1))",[-177.29372701 -183.548745   -512.         -180.44656328]
"((0, 10), (1, 1))",[-176.20168952 -173.02079646 -512.5        -186.78057187]
"((4, 10), (1, 1))",[-195.31843727 -183.15949146 -513.5        -183.63753062]
"((3, 11), (1, 1))",[-184.48051969 -188.9244943  -183.8665209  -514.5       ]
"((2, 11), (1, 1))",[-187.94286246 -185.65689114 -182.34949105 -514.        ]
"((1, 11), (1, 1))",[-180.24977583 -184.50971711 -178.66408126 -185.60278791]
"((0, 11), (1, 1))",[-182.97867758 -183.84782657 -179.67851327 -175.96878059]
"((4, 11), (1, 1))",[-182.70097645 -189.44241672 -175.78072667 -515.        ]
"((4, 4), (2, 5))",[-179.59996754 -175.42889934 -507.5        -177.71363606]
"((3, 3), (2, 5))",[0. 0. 0. 0.]
"((5, 4), (4, 5))",[-146.37811153 -148.82149638 -759.         -146.45844579]
"((4, 3), (4, 5))",[0. 0. 0. 0.]
"((5, 2), (2, 4))",[-194.277139   -192.68903215 -194.67887652 -508.        ]
"((5, 1), (2, 4))",[-196.72964799 -196.0036996  -195.21799171 -194.59123634]
"((5, 0), (2, 4))",[-192.53786943 -189.83388704 -189.83388704 -195.2783964 ]
"((4, 3), (2, 4))",[0. 0. 0. 0.]
"((2, 6), (4, 4))",[0. 0. 0. 0.]
"((5, 5), (3, 4))",[-176.94688152 -177.21186556 -175.74613656 -181.27582774]
"((4, 4), (3, 4))",[-181.92515801 -181.32863952 -506.5        -179.51275534]
"((4, 4), (2, 4))",[-183.25354123 -186.34198195 -507.5        -182.81224809]
"((3, 9), (1, 3))",[-510.5        -511.5        -174.24890222 -170.75797006]
"((2, 9), (1, 3))",[0. 0. 0. 0.]
"((3, 5), (3, 6))",[0. 0. 0. 0.]
"((4, 6), (4, 4))",[-506.5        -177.03903422 -179.74408532 -176.98777613]
"((1, 12), (3, 1))",[-216.94116708 -769.5        -220.71817351 -220.21923159]
"((0, 12), (3, 1))",[-215.79285287 -217.91815433 -214.64144805 -206.40849894]
"((5, 11), (2, 2))",[-187.08528021 -188.32068107 -179.2970177  -513.5       ]
"((2, 12), (2, 2))",[0. 0. 0. 0.]
"((5, 12), (3, 1))",[0. 0. 0. 0.]
"((3, 2), (3, 4))",[-184.21306413 -186.90320096 -181.05665283 -506.        ]
"((3, 1), (3, 4))",[-188.91164477 -182.36101715 -181.10614191 -183.5135511 ]
"((2, 0), (3, 4))",[-189.0028373  -185.02445464 -187.68845633 -189.31344119]
"((3, 0), (3, 4))",[-187.41830415 -185.24196929 -183.2862874  -181.79087622]
"((3, 5), (2, 5))",[-178.37757279 -180.79284746 -177.8516522  -506.5       ]
"((1, 6), (1, 5))",[0. 0. 0. 0.]
"((5, 4), (1, 4))",[-189.51194    -185.11460517 -509.         -182.5233501 ]
"((2, 2), (3, 5))",[-168.95308542 -163.52397063 -162.1892267  -506.5       ]
"((2, 1), (3, 5))",[-168.75194106 -166.74638168 -165.29492806 -165.09545381]
"((2, 0), (3, 5))",[-165.20343313 -160.0107422  -159.8601154  -165.5024115 ]
"((1, 3), (4, 5))",[-149.65663222 -759.75       -152.27960313 -153.0727639 ]
"((0, 3), (4, 5))",[-149.74108296 -149.67513791 -153.32925507 -155.2050831 ]
"((0, 2), (4, 4))",[-174.22551075 -174.61744038 -178.63090325 -179.16149937]
"((1, 2), (4, 4))",[-174.09686302 -173.90657671 -177.17172609 -175.43433569]
"((0, 1), (4, 4))",[-169.85137262 -176.4942094  -175.8369329  -176.17892296]
"((1, 1), (4, 4))",[-176.55515638 -173.87239525 -177.21839191 -173.61292746]
"((0, 0), (4, 4))",[-171.70113551 -176.01189447 -170.21288075 -173.80877471]
"((1, 0), (4, 4))",[-173.99134032 -170.60237816 -169.85137262 -175.0709408 ]
"((2, 2), (4, 4))",[-175.40967763 -166.5001013  -172.15418251 -506.5       ]
"((2, 1), (4, 4))",[-173.54882042 -172.57680395 -169.57320013 -167.54459426]
"((2, 0), (4, 4))",[-171.66918348 -170.41560586 -167.06081483 -172.12091633]
"((1, 6), (4, 4))",[0. 0. 0. 0.]
"((4, 2), (2, 5))",[-183.53233993 -175.26675571 -179.93509161 -507.5       ]
"((4, 1), (2, 5))",[-180.40715466 -178.32883716 -178.08102098 -181.46080119]
"((4, 0), (2, 5))",[-176.97078618 -175.18191008 -179.84262983 -178.98796503]
"((4, 1), (3, 4))",[-179.83019946 -184.3160494  -178.94593266 -184.15871782]
"((4, 0), (3, 4))",[-182.69559934 -188.21109006 -186.14453648 -180.49838856]
"((4, 2), (3, 4))",[-180.89860241 -182.59716298 -184.05656817 -759.75      ]
"((3, 3), (3, 4))",[0. 0. 0. 0.]
"((3, 2), (3, 5))",[-162.32026663 -165.32314162 -167.46249151 -759.        ]
"((3, 1), (3, 5))",[-168.35075952 -168.2274745  -165.70749846 -163.21070218]
"((3, 0), (3, 5))",[-159.82455621 -161.55607254 -163.33641633 -166.92474552]
"((5, 5), (1, 4))",[-179.92596815 -179.84262983 -180.51310853 -184.41747171]
"((4, 6), (1, 4))",[-508.5        -180.80610528 -183.27181666 -173.07583685]
"((5, 4), (3, 5))",[-168.80398579 -164.55387517 -507.         -164.45050714]
"((4, 3), (3, 5))",[0. 0. 0. 0.]
"((4, 12), (3, 2))",[0. 0. 0. 0.]
"((5, 5), (2, 4))",[-176.89028491 -181.3543832  -182.58000064 -178.94603179]
"((5, 4), (2, 4))",[-184.96710663 -183.2862874  -508.         -184.63447427]
"((5, 4), (4, 4))",[-179.45793627 -177.00252859 -506.         -177.66791613]
"((5, 4), (3, 4))",[-181.48726728 -181.50055051 -507.         -177.28866998]
"((4, 3), (3, 4))",[0. 0. 0. 0.]
"((4, 5), (4, 6))",[-146.38835396 -146.38836134 -146.38833513 -130.06670048]
"((3, 5), (4, 6))",[-142.25620644 -137.76603271 -139.34373163 -756.75      ]
"((2, 5), (4, 6))",[-140.5561742  -140.07982097 -137.72273041 -757.5       ]
"((1, 5), (4, 6))",[-141.23465117 -138.80844185 -140.99564553 -505.5       ]
"((0, 5), (4, 6))",[-141.55822749 -141.88682244 -136.70948254 -506.        ]
"((5, 5), (4, 6))",[-137.76603298 -139.61580809 -137.83510938 -137.88309667]
"((4, 4), (4, 6))",[-139.63163891 -139.15217732 -758.25       -137.76603168]
"((3, 4), (4, 6))",[-139.26780284 -139.39720503 -506.         -141.66583247]
"((2, 4), (4, 6))",[-136.8120904  -140.54486002 -506.5        -138.33762514]
"((1, 4), (4, 6))",[-135.16150094 -139.04277962 -133.63463419 -139.08475321]
"((0, 4), (4, 6))",[-133.54532762 -132.01553043 -134.81515709 -134.78647026]
"((0, 3), (4, 6))",[-129.41267098 -132.0222294  -129.14505072 -131.04468431]
"((4, 6), (3, 4))",[-759.75       -175.20986281 -175.54565665 -174.35732783]
"((3, 12), (2, 1))",[0. 0. 0. 0.]
"((4, 5), (2, 5))",[-179.26612877 -174.07757954 -176.39616276 -175.96795954]
"((5, 4), (2, 5))",[-175.92403861 -170.01973425 -762.         -168.9099842 ]
"((4, 3), (2, 5))",[0. 0. 0. 0.]
"((0, 6), (4, 4))",[0. 0. 0. 0.]
"((4, 6), (2, 4))",[-507.5        -170.30218975 -170.43511922 -174.02619422]
"((4, 5), (3, 5))",[-170.17511809 -168.69893684 -167.61035637 -166.58819117]
"((3, 6), (2, 5))",[0. 0. 0. 0.]
"((5, 12), (3, 2))",[0. 0. 0. 0.]
"((5, 2), (3, 4))",[-182.66045224 -183.2862874  -186.3592399  -507.        ]
"((5, 1), (3, 4))",[-186.01442379 -181.3543832  -185.67147762 -183.29509947]
"((5, 0), (3, 4))",[-183.86571913 -189.16634298 -184.89183354 -187.66783408]
"((1, 12), (3, 2))",[-198.46332089 -512.         -199.26053713 -200.01724977]
"((0, 12), (3, 2))",[-200.37907767 -204.57929256 -208.71446547 -199.71957691]
"((1, 6), (4, 5))",[0. 0. 0. 0.]
"((5, 6), (1, 4))",[-179.86561225 -181.24008748 -175.06869826 -177.71019598]
"((5, 7), (1, 4))",[-168.97371288 -172.55022797 -170.9595228  -167.64773988]
"((4, 7), (1, 4))",[-167.24008726 -164.58814121 -163.50446925 -164.73405694]
"((3, 7), (1, 4))",[-161.82979901 -166.8910932  -508.5        -158.61600653]
"((2, 7), (1, 4))",[-157.00800508 -162.58654931 -508.         -155.49663885]
"((1, 7), (1, 4))",[-154.64384313 -156.64231996 -507.5        -156.41990329]
"((0, 7), (1, 4))",[-154.43435531 -155.64475984 -508.         -154.01252181]
"((5, 8), (1, 4))",[-165.84771657 -161.84463965 -165.42772177 -511.        ]
"((4, 8), (1, 4))",[-160.37166689 -156.51726973 -161.35130317 -765.75      ]
"((3, 8), (1, 4))",[-155.54282252 -155.16443557 -156.60506317 -149.64525419]
"((2, 8), (1, 4))",[-154.54372769 -152.60730485 -154.43515294 -509.5       ]
"((1, 8), (1, 4))",[-155.75439293 -154.13372684 -154.07780117 -509.        ]
"((0, 8), (1, 4))",[-155.29520518 -153.50142225 -152.30720065 -509.5       ]
"((5, 5), (2, 5))",[-175.64349824 -171.06720157 -172.64904893 -169.09984154]
"((4, 6), (2, 5))",[-506.5        -171.22790964 -169.26970129 -170.81410132]
"((5, 3), (2, 4))",[0. 0. 0. 0.]
"((4, 1), (3, 5))",[-162.48661364 -168.19329599 -165.73476399 -167.45554545]
"((4, 0), (3, 5))",[-159.23842278 -166.04117933 -159.8601154  -168.22920128]
"((4, 2), (3, 5))",[-167.84626243 -169.45379282 -163.72967565 -506.5       ]
"((5, 10), (1, 1))",[-186.25099768 -182.94739065 -514.         -189.07563283]
"((3, 2), (4, 4))",[-171.66663908 -169.15796076 -167.1917633  -506.        ]
"((3, 1), (4, 4))",[-166.81744812 -171.12144634 -167.57317211 -170.48568179]
"((3, 0), (4, 4))",[-172.22314167 -169.23517444 -170.01973425 -168.33087068]
"((5, 2), (2, 5))",[-171.77027801 -169.85137262 -174.77554086 -508.        ]
"((5, 1), (2, 5))",[-178.77776817 -171.70113551 -172.55718475 -170.0285254 ]
"((5, 0), (2, 5))",[-176.88905162 -168.49802781 -172.60310299 -173.59023887]
"((5, 3), (3, 4))",[0. 0. 0. 0.]
"((5, 6), (4, 4))",[-179.03946342 -175.87995026 -175.78493703 -176.17832197]
"((4, 7), (4, 4))",[-169.81058147 -171.76860194 -172.59707713 -172.91858162]
"((3, 7), (4, 4))",[-169.42842367 -166.7391037  -759.75       -166.47244923]
"((2, 7), (4, 4))",[-170.27656911 -168.60846364 -507.         -165.55749277]
"((1, 7), (4, 4))",[-172.9841216  -166.15539277 -507.5        -173.48679565]
"((0, 7), (4, 4))",[-169.85137262 -168.42207706 -508.         -173.02553127]
"((1, 9), (1, 5))",[0. 0. 0. 0.]
"((5, 11), (2, 1))",[-199.26658449 -189.75566564 -200.30023231 -514.5       ]
"((2, 12), (2, 1))",[0. 0. 0. 0.]
"((5, 6), (3, 4))",[-177.88921752 -176.66963558 -174.39433831 -177.70958578]
"((4, 6), (4, 7))",[-1008.99996993  -131.83916501  -137.10058407  -123.29969745]
"((3, 6), (4, 7))",[0. 0. 0. 0.]
"((4, 1), (4, 4))",[-166.61721781 -171.11360527 -170.00494608 -169.79140011]
"((4, 0), (4, 4))",[-170.16965856 -169.35589311 -163.55825489 -165.51288609]
"((4, 2), (4, 4))",[-172.62714688 -170.64520805 -169.17105303 -505.5       ]
"((5, 1), (4, 4))",[-170.17281733 -171.06720157 -167.87552331 -172.61377744]
"((5, 0), (4, 4))",[-169.28134582 -170.01973425 -170.01973425 -168.31022531]
"((5, 2), (4, 4))",[-173.34069734 -174.47329408 -169.82107439 -506.        ]
"((4, 3), (4, 4))",[0. 0. 0. 0.]
"((0, 2), (4, 5))",[-152.62323156 -152.76944877 -151.22936663 -146.37513964]
"((1, 2), (4, 5))",[-152.32058156 -147.55677519 -151.88656701 -150.55635569]
"((0, 1), (4, 5))",[-146.66769378 -146.95969536 -148.06883409 -144.7661774 ]
"((1, 1), (4, 5))",[-147.27200096 -150.33967788 -148.36590415 -149.50378616]
"((0, 0), (4, 5))",[-147.03035696 -142.48433939 -147.03035696 -149.44423695]
"((1, 0), (4, 5))",[-141.78743211 -145.97747325 -146.66769378 -147.66940074]
"((0, 6), (4, 5))",[0. 0. 0. 0.]
"((0, 13), (3, 1))",[-196.5326537  -204.81215751 -210.87171887 -196.5326537 ]
"((1, 13), (3, 1))",[-210.50805984 -203.38877059 -208.52659774 -202.80688731]
"((2, 13), (3, 1))",[-209.71189105 -200.84770539 -513.         -208.08596527]
"((3, 13), (3, 1))",[-208.67254398 -203.89819594 -512.5        -200.37907767]
"((2, 2), (4, 5))",[-149.12903359 -147.42584465 -145.93719801 -506.5       ]
"((2, 1), (4, 5))",[-150.21514439 -149.07846534 -149.03743401 -148.95889728]
"((2, 0), (4, 5))",[-145.9188268  -149.0058024  -145.34998147 -150.55439671]
"((3, 2), (4, 5))",[-141.81520063 -150.0956096  -148.38169949 -759.        ]
"((3, 1), (4, 5))",[-149.46980321 -151.28662619 -150.16769773 -148.07593561]
"((3, 0), (4, 5))",[-152.20332449 -146.98032958 -149.86885819 -150.49774213]
"((4, 7), (3, 4))",[-165.9099098  -174.0274706  -168.40229704 -169.89448443]
"((3, 7), (3, 4))",[-162.48813723 -164.15965605 -759.75       -162.92751048]
